author,text,published_at,likes,clean_text,topic_id,topic_label,sentiment_label,sentiment_score
@derekwhittle2158,It really resonates with me this one. As a dad that’s age with a son a little bit older we’ve not seen eye to eye in ten years. ( nothing bad just teenage coming age stuff and me also getting into my fifties). As he’s got older the last few weeks I see him as 24 year old man rather than the toddler he was or the petulant teenager messing up his exams.  The record is poignant as he’s been helping me do his sisters house up next door to a dj from the most famous rave club in the world  x,2025-11-07 07:42:02+00:00,5,it really resonates with me this one. as a dad that’s age with a son a little bit older we’ve not seen eye to eye in ten years. ( nothing bad just teenage coming age stuff and me also getting into my fifties). as he’s got older the last few weeks i see him as 24 year old man rather than the toddler he was or the petulant teenager messing up his exams. the record is poignant as he’s been helping me do his sisters house up next door to a dj from the most famous rave club in the world x,4,mixed evaluations (best vs worst),POSITIVE,0.9990348815917969
@redbullseye2670,Great advert… you got it spot on,2025-11-07 07:40:37+00:00,1,great advert… you got it spot on,1,strong emotional praise,POSITIVE,0.9998620748519897
@harrymcghee9386,Excellent ‘back into the real world’10 out of 10 .brillant’,2025-11-07 07:39:28+00:00,1,excellent ‘back into the real world’10 out of 10 .brillant’,3,general christmas advert discussion,POSITIVE,0.9998123049736023
@jensweetbaby,I love it!! Finally normality!,2025-11-07 07:29:33+00:00,0,i love it!! finally normality!,5,family themes & representation,POSITIVE,0.9998855590820312
@PatrickMcgarrity-i4m,What have I just watched 🤣🤣,2025-11-07 07:05:56+00:00,0,what have i just watched 🤣🤣,0,music themes & general praise,POSITIVE,0.9128395915031433
@benporter8153,Boycott M&S for having that gross thing Dawn French on their advert! Everyone shop in Waitrose!!! 🎉🎉,2025-11-07 07:03:02+00:00,1,boycott m&s for having that gross thing dawn french on their advert! everyone shop in waitrose!!!,3,general christmas advert discussion,NEGATIVE,0.99958735704422
@mark77woody,"I'm not crying, you're crying😢😂",2025-11-07 07:02:21+00:00,0,"i'm not crying, you're crying",1,strong emotional praise,POSITIVE,0.9992640614509583
@notfortoast4565,"That one choked me up, very relatable 🥺",2025-11-07 06:52:06+00:00,0,"that one choked me up, very relatable 🥺",0,music themes & general praise,NEGATIVE,0.9986119270324707
@Chris-ue2cr,"Just wow,  amazing thank you John Lewis",2025-11-07 04:05:21+00:00,0,"just wow, amazing thank you john lewis",3,general christmas advert discussion,POSITIVE,0.9998792409896851
@tetsuoshima7385,Is the father deaf?,2025-11-07 03:29:50+00:00,0,is the father deaf?,3,general christmas advert discussion,POSITIVE,0.8388410210609436
@tetsuoshima7385,A rip-off of scenes from the film ‘Aftersun’.🧐,2025-11-07 03:25:46+00:00,0,a rip-off of scenes from the film ‘aftersun’.🧐,3,general christmas advert discussion,NEGATIVE,0.9994165897369385
@twigletz7384,All these positive comments are quite a rebuttal to the sneery review Stuart Heritage drummed up for the Guardian.,2025-11-07 00:45:46+00:00,0,all these positive comments are quite a rebuttal to the sneery review stuart heritage drummed up for the guardian.,4,mixed evaluations (best vs worst),POSITIVE,0.9981480836868286
@NotoriousWhistler,"Wow, whoever made this was a fan of Aftersun, huh?",2025-11-07 00:31:41+00:00,1,"wow, whoever made this was a fan of aftersun, huh?",3,general christmas advert discussion,NEGATIVE,0.5998748540878296
@ward2471,Amazing. Got me choked up,2025-11-07 00:21:40+00:00,0,amazing. got me choked up,1,strong emotional praise,POSITIVE,0.6051766872406006
@bsexempt5171,"I don’t cry easily,but……..😢💙👏🙏😎",2025-11-06 23:36:28+00:00,0,"i don’t cry easily,but……..",0,music themes & general praise,POSITIVE,0.9859123826026917
@yatsumleung8618,"Such a big contrast to the 2024 ad.

2024 ad was a bunch of women running around screaming at each other. Some say it's sisterly love. I didn't get any of it.

2025 ad: not a word was said. But the message of love is clear.",2025-11-06 23:36:27+00:00,1,such a big contrast to the 2024 ad. 2024 ad was a bunch of women running around screaming at each other. some say it's sisterly love. i didn't get any of it. 2025 ad: not a word was said. but the message of love is clear.,0,music themes & general praise,POSITIVE,0.9943104982376099
@danielvatamanu1771,Makes me cry every single time,2025-11-06 23:10:56+00:00,0,makes me cry every single time,2,nostalgia & memories,NEGATIVE,0.9524746537208557
@frankwoods8017,Amazing,2025-11-06 23:06:39+00:00,0,amazing,1,strong emotional praise,POSITIVE,0.9934116005897522
@Jessica1983269,Absolutely fantastic ❤❤❤❤,2025-11-06 22:45:32+00:00,0,absolutely fantastic,0,music themes & general praise,POSITIVE,0.9939870834350586
@DeanBentley,Best ever made,2025-11-06 22:30:24+00:00,0,best ever made,4,mixed evaluations (best vs worst),POSITIVE,0.9996980428695679
@markjtomo,"Soon to be 49 year old with a 6 year old son, 10 year old daughter and two older sons 22 and 21. They've all seen me dance and danced with me to this tune and many others. Gen X rules all",2025-11-06 22:28:32+00:00,1,"soon to be 49 year old with a 6 year old son, 10 year old daughter and two older sons 22 and 21. they've all seen me dance and danced with me to this tune and many others. gen x rules all",2,nostalgia & memories,POSITIVE,0.9994398951530457
@BaconEggandBeans,Just brilliant and will be one of the best christmas adverts of the decade thumbs up to JL,2025-11-06 22:06:49+00:00,0,just brilliant and will be one of the best christmas adverts of the decade thumbs up to jl,4,mixed evaluations (best vs worst),POSITIVE,0.9998668432235718
@terryburton1186,Snowballs you know it...,2025-11-06 22:03:29+00:00,0,snowballs you know it...,0,music themes & general praise,POSITIVE,0.9974223375320435
@daciuk8,Bravo JL 👍,2025-11-06 21:59:32+00:00,0,bravo jl,1,strong emotional praise,POSITIVE,0.8857016563415527
@googlemailbox615,Boots is the winmer this year lads...,2025-11-06 21:54:22+00:00,0,boots is the winmer this year lads...,2,nostalgia & memories,POSITIVE,0.9952936768531799
@jacquelinegreen7796,They need to find a hobby to share. Then your kids open up to you when distracted. Just go fishing or something. Put time and energy in before it gets to this sorry state.,2025-11-06 21:38:49+00:00,0,they need to find a hobby to share. then your kids open up to you when distracted. just go fishing or something. put time and energy in before it gets to this sorry state.,5,family themes & representation,NEGATIVE,0.9673255085945129
@Mrkizzard,Aftersun..,2025-11-06 21:16:09+00:00,0,aftersun..,3,general christmas advert discussion,POSITIVE,0.545652449131012
@Bfritter1,Amazing Ad,2025-11-06 21:12:31+00:00,0,amazing ad,1,strong emotional praise,POSITIVE,0.9323696494102478
@sanfordcurtis8242,"If you cried at this, you’re basic.",2025-11-06 21:06:10+00:00,1,"if you cried at this, you’re basic.",0,music themes & general praise,POSITIVE,0.9987525939941406
@Pottymus-x5o,Does absolutely nothing for me! Bring back the bear and the hare!,2025-11-06 20:41:28+00:00,1,does absolutely nothing for me! bring back the bear and the hare!,5,family themes & representation,NEGATIVE,0.9991543292999268
@KirbyClips,This is up there for me with the Sainsbury's 1914 Christmas advert. Thank you for making something so touching for us Dads! 🥲,2025-11-06 20:30:22+00:00,7,this is up there for me with the sainsbury's 1914 christmas advert. thank you for making something so touching for us dads! 🥲,3,general christmas advert discussion,POSITIVE,0.9997243285179138
@soggy73,"Wow, right in the ‘feels’!! 🥹
Easily the best one for me. Whoever came up with this 👏🏼👏🏼👏🏼",2025-11-06 20:19:28+00:00,0,"wow, right in the ‘feels’!! 🥹 easily the best one for me. whoever came up with this",5,family themes & representation,POSITIVE,0.9997588992118835
@austinclan1308,I’m 52 I’m very lucky to have 5 sons from age 2 -17 brought a tear to my eye love my boys,2025-11-06 20:14:34+00:00,0,i’m 52 i’m very lucky to have 5 sons from age 2 -17 brought a tear to my eye love my boys,2,nostalgia & memories,POSITIVE,0.9997304081916809
@SimGirl00,I don’t get it lol,2025-11-06 20:12:18+00:00,1,i don’t get it lol,0,music themes & general praise,NEGATIVE,0.9930611252784729
@neilskilduff7216,Wow this has to be one of the best advertisements I’ve seen the meaning is deep,2025-11-06 19:59:20+00:00,0,wow this has to be one of the best advertisements i’ve seen the meaning is deep,4,mixed evaluations (best vs worst),POSITIVE,0.9983053207397461
@Lee-73,Welcome back JL 👌🏻,2025-11-06 19:55:15+00:00,0,welcome back jl,1,strong emotional praise,POSITIVE,0.9587074518203735
@Bobski-z4v,Such a wholesome message ❤,2025-11-06 18:43:40+00:00,0,such a wholesome message,0,music themes & general praise,NEGATIVE,0.9364873766899109
@CostelloPlays,"The song is called where love lives by alison limerick.
THANK ME WITH A THUMBS UP 👍",2025-11-06 18:09:03+00:00,1,the song is called where love lives by alison limerick. thank me with a thumbs up,5,family themes & representation,POSITIVE,0.9997145533561707
@kimfarnan1345,What a great advert❤❤❤❤,2025-11-06 17:44:49+00:00,0,what a great advert,3,general christmas advert discussion,POSITIVE,0.9856095910072327
@grant3933,I can't be the only one to think this is a bit....underwhelming compared to previous efforts?,2025-11-06 17:40:22+00:00,1,i can't be the only one to think this is a bit....underwhelming compared to previous efforts?,4,mixed evaluations (best vs worst),NEGATIVE,0.999267041683197
@couldrey47,Superb.,2025-11-06 17:24:13+00:00,0,superb.,1,strong emotional praise,POSITIVE,0.9202876687049866
@lesmcqueen1693,Pingers and Alison Limerick 12 inch. Top present.,2025-11-06 17:20:16+00:00,0,pingers and alison limerick 12 inch. top present.,5,family themes & representation,POSITIVE,0.9980595707893372
@jackhazell9999,"This is one of the most emotional videos I've seen in a long time. My dad has always been a role model for me my whole life. And having just lost his father this year, this hits even harder.",2025-11-06 16:56:10+00:00,62,"this is one of the most emotional videos i've seen in a long time. my dad has always been a role model for me my whole life. and having just lost his father this year, this hits even harder.",2,nostalgia & memories,POSITIVE,0.9986469149589539
@thisandthat1265,Just the best in years,2025-11-06 16:50:34+00:00,0,just the best in years,4,mixed evaluations (best vs worst),POSITIVE,0.9836264252662659
@dandom71,"I'm not crying, you're crying...",2025-11-06 16:47:57+00:00,0,"i'm not crying, you're crying...",1,strong emotional praise,POSITIVE,0.9990670084953308
@leehawkeswood4739,Is there a twist in this...? Has the father passed???,2025-11-06 16:42:22+00:00,0,is there a twist in this...? has the father passed???,3,general christmas advert discussion,NEGATIVE,0.9965004920959473
@chelseayoung4218,Other than it being about a dad & his son does anyone actually like this advert ?..,2025-11-06 16:37:04+00:00,1,other than it being about a dad & his son does anyone actually like this advert ?..,4,mixed evaluations (best vs worst),NEGATIVE,0.9938509464263916
@Philip-q6b,Delighted to see John Lewis learn from their past mistakes...,2025-11-06 16:27:11+00:00,1,delighted to see john lewis learn from their past mistakes...,3,general christmas advert discussion,POSITIVE,0.9997894167900085
@Matt8619,Daddy 😍,2025-11-06 15:51:08+00:00,0,daddy,0,music themes & general praise,POSITIVE,0.9837237596511841
@brigoose7945,Lovely British white family for once. Was lovely yet heart breaking,2025-11-06 15:47:56+00:00,3,lovely british white family for once. was lovely yet heart breaking,5,family themes & representation,POSITIVE,0.9997691512107849
@trismurray,"Thank you John Lewis, a traditional family in an advert at last. I applaud you and it’s restored my hope.",2025-11-06 15:46:34+00:00,1,"thank you john lewis, a traditional family in an advert at last. i applaud you and it’s restored my hope.",3,general christmas advert discussion,POSITIVE,0.999839186668396
@983reece,"Hits like a disco biscuit. Nostalgic, big up John Lewis..",2025-11-06 15:35:42+00:00,1,"hits like a disco biscuit. nostalgic, big up john lewis..",3,general christmas advert discussion,POSITIVE,0.9365355372428894
@Piglet88-i4d,"I’m not crying, you’re crying….bravo John Lewis!",2025-11-06 15:26:16+00:00,0,"i’m not crying, you’re crying….bravo john lewis!",1,strong emotional praise,POSITIVE,0.999575674533844
@WelshWing98,Am I the only one who doesn’t get it?,2025-11-06 15:24:37+00:00,1,am i the only one who doesn’t get it?,1,strong emotional praise,NEGATIVE,0.9955325126647949
@rebekahley7853,Heartbreaking,2025-11-06 15:23:14+00:00,0,heartbreaking,0,music themes & general praise,POSITIVE,0.9825170636177063
@philheeley4094,"Love it, tear in my eye …
Well done John Lewis ❤️",2025-11-06 15:19:28+00:00,1,"love it, tear in my eye … well done john lewis",4,mixed evaluations (best vs worst),POSITIVE,0.9998844861984253
@jtban6341,My wife wasnt keen but i absolutely loved it !! 54 year old dad with 4 kids who at some stage did something similar with a 10 year old just turning into Kevin !! ...amazing ad !,2025-11-06 14:53:29+00:00,0,my wife wasnt keen but i absolutely loved it !! 54 year old dad with 4 kids who at some stage did something similar with a 10 year old just turning into kevin !! ...amazing ad !,2,nostalgia & memories,POSITIVE,0.9998373985290527
@danhorton771,Says the guardian through gritted teeth.,2025-11-06 14:46:25+00:00,3,says the guardian through gritted teeth.,2,nostalgia & memories,NEGATIVE,0.9786181449890137
@SanitySatireAndSong,"❤ In tears over here! My dad and I never had a great relationship when I was a kid. I remember buying him an album for his birthday (Dire Straits' 'Money for Nothing'), and seeing how happy he was with it has stuck with me, nearly 40 years later. Now, as a dad to 3 amazing young girls, this ad speaks to my past and my future. Well done, John Lewis. Beautifully done. ❤",2025-11-06 14:44:11+00:00,176,"in tears over here! my dad and i never had a great relationship when i was a kid. i remember buying him an album for his birthday (dire straits' 'money for nothing'), and seeing how happy he was with it has stuck with me, nearly 40 years later. now, as a dad to 3 amazing young girls, this ad speaks to my past and my future. well done, john lewis. beautifully done.",3,general christmas advert discussion,POSITIVE,0.9996492862701416
@RingoKojack,Can someone re edit this with Energy Flash by joey beltram,2025-11-06 14:20:40+00:00,0,can someone re edit this with energy flash by joey beltram,0,music themes & general praise,NEGATIVE,0.9887427091598511
@dwezzh2399,FINALLY!,2025-11-06 14:17:29+00:00,1,finally!,5,family themes & representation,POSITIVE,0.9943749904632568
@Koalatronic,I don't get it. Have they fallen out or something? Why is the child so scared?,2025-11-06 13:58:18+00:00,0,i don't get it. have they fallen out or something? why is the child so scared?,0,music themes & general praise,NEGATIVE,0.999218225479126
@jonnyross86,"Yep, they got me right in the feels.",2025-11-06 13:38:00+00:00,0,"yep, they got me right in the feels.",2,nostalgia & memories,POSITIVE,0.9995182752609253
@elgin413,"Cheesy, sentimental pap",2025-11-06 13:34:18+00:00,0,"cheesy, sentimental pap",1,strong emotional praise,NEGATIVE,0.9990635514259338
@bellasophiemckendree,Yes Father! RESTORE THE HEARTS OF THE FATHERS TO THEIR CHILDREN Malachi 4:6,2025-11-06 13:23:21+00:00,0,yes father! restore the hearts of the fathers to their children malachi 4:6,3,general christmas advert discussion,POSITIVE,0.999664306640625
@sambrown6971,"I love this, cos it’s so true, the dad always hands out all the presents and he will have his last. He’s being practical and clearing up and then see’s his present and then the nostalgia from this moment. I love it.",2025-11-06 13:23:10+00:00,0,"i love this, cos it’s so true, the dad always hands out all the presents and he will have his last. he’s being practical and clearing up and then see’s his present and then the nostalgia from this moment. i love it.",5,family themes & representation,POSITIVE,0.9998703002929688
@GreatFilmandTV3,"The mum is the character, Mel, from Family Affairs...Channel 5 soap opera",2025-11-06 13:14:04+00:00,0,"the mum is the character, mel, from family affairs...channel 5 soap opera",5,family themes & representation,POSITIVE,0.7520219683647156
@Lisa-Peter,"Absolutely beautiful. Well done, John Lewis ❤",2025-11-06 13:06:58+00:00,0,"absolutely beautiful. well done, john lewis",1,strong emotional praise,POSITIVE,0.9998792409896851
@Gamegodz76,That’s me shopping in John Lewis this year as a thank you.,2025-11-06 13:04:53+00:00,0,that’s me shopping in john lewis this year as a thank you.,3,general christmas advert discussion,POSITIVE,0.9998472929000854
@CassHoskins,"I might not be a dad, but my son buys me vinyl almost every year for Christmas and I love it - it's show so much thought for his old GenX mum! This advert had me in tears!",2025-11-06 12:51:07+00:00,1,"i might not be a dad, but my son buys me vinyl almost every year for christmas and i love it - it's show so much thought for his old genx mum! this advert had me in tears!",5,family themes & representation,POSITIVE,0.9992104768753052
@EtherealSunset,Well done John Lewis for a wonderful Christmas advert that brought tears to my eyes.,2025-11-06 12:30:59+00:00,0,well done john lewis for a wonderful christmas advert that brought tears to my eyes.,3,general christmas advert discussion,POSITIVE,0.9998583793640137
@KiNgLeOnIDaStHeGrEaT,"Dads finally recieving the appreciation we were all due. What an advert, nostalgia, the past and the future. Responsibility! As a father our duty is to protect, it's what gives us meaning!",2025-11-06 12:26:17+00:00,6,"dads finally recieving the appreciation we were all due. what an advert, nostalgia, the past and the future. responsibility! as a father our duty is to protect, it's what gives us meaning!",1,strong emotional praise,POSITIVE,0.9991936087608337
@tommills7033,Powerful emotional just brilliant!,2025-11-06 12:21:34+00:00,0,powerful emotional just brilliant!,2,nostalgia & memories,POSITIVE,0.9982717037200928
@taylormartyn,Well done John Lewis.,2025-11-06 12:09:00+00:00,0,well done john lewis.,3,general christmas advert discussion,POSITIVE,0.9941389560699463
@macchiatomachiato,at last a decent Christmas advert!!!,2025-11-06 12:04:12+00:00,1,at last a decent christmas advert!!!,3,general christmas advert discussion,POSITIVE,0.9974978566169739
@jasonhenderson1881,This wasn't sad at all,2025-11-06 11:28:59+00:00,0,this wasn't sad at all,0,music themes & general praise,POSITIVE,0.9923279881477356
@unclesnakehips6810,"Dad of a wee boy who's just turned 2 here, John Lewis adverts never really got to me before, but this one has me sobbing every time I try to watch",2025-11-06 11:25:40+00:00,0,"dad of a wee boy who's just turned 2 here, john lewis adverts never really got to me before, but this one has me sobbing every time i try to watch",3,general christmas advert discussion,NEGATIVE,0.9974601864814758
@MichelleGreenwood-bt8qu,Absolutely love love this.  Brought a tears to my eyea,2025-11-06 11:24:18+00:00,0,absolutely love love this. brought a tears to my eyea,5,family themes & representation,POSITIVE,0.9997844099998474
@esthermarcen7587,"That is xmas, thinking about others, love and respect between generations, love the add.",2025-11-06 11:16:02+00:00,1,"that is xmas, thinking about others, love and respect between generations, love the add.",4,mixed evaluations (best vs worst),POSITIVE,0.9998117089271545
@jsteere9222,Love it love it love it the look of real family Christmas NOT HOLIDAY SEASON.,2025-11-06 11:03:42+00:00,1,love it love it love it the look of real family christmas not holiday season.,0,music themes & general praise,POSITIVE,0.9998289346694946
@andrewgarley1400,"Oh man, got me, heavy tears x",2025-11-06 10:48:26+00:00,0,"oh man, got me, heavy tears x",5,family themes & representation,NEGATIVE,0.9625291228294373
@davidmcclatchey2133,Absolutely brilliant advert. It hit so many areas and seasons in life.,2025-11-06 10:46:53+00:00,0,absolutely brilliant advert. it hit so many areas and seasons in life.,1,strong emotional praise,POSITIVE,0.9997863173484802
@BennBanes99,Here for the comments ❤❤❤,2025-11-06 10:43:23+00:00,0,here for the comments,3,general christmas advert discussion,POSITIVE,0.9966921806335449
@BennBanes99,"Cannot lie. The tears came down my face, my aging fatherly face. As a Gen Xer, had ky djing days in the bars and clubs for a few years. Music has always been important to me. Now i get to hear my lad learning and playing his guitar... Fills my heart right up. Music will unite us all ...",2025-11-06 10:43:14+00:00,1,"cannot lie. the tears came down my face, my aging fatherly face. as a gen xer, had ky djing days in the bars and clubs for a few years. music has always been important to me. now i get to hear my lad learning and playing his guitar... fills my heart right up. music will unite us all ...",5,family themes & representation,POSITIVE,0.9995280504226685
@johnparker8270,"If it ain’t the sound factory mix then you have been bumped, just saying…",2025-11-06 10:41:38+00:00,0,"if it ain’t the sound factory mix then you have been bumped, just saying…",4,mixed evaluations (best vs worst),NEGATIVE,0.9747987389564514
@EmmaTH1998,"Excuse me while I pop off and find a tissue! Great ad, positive masculinity between a father and son 💙🎄🎅🏼🥂",2025-11-06 10:37:36+00:00,0,"excuse me while i pop off and find a tissue! great ad, positive masculinity between a father and son 🥂",4,mixed evaluations (best vs worst),POSITIVE,0.9961732029914856
@justwilly6778,John Lewis hits a home run right from the start!  Definitely my contender for 2025 best xmas advert.,2025-11-06 10:30:25+00:00,1,john lewis hits a home run right from the start! definitely my contender for 2025 best xmas advert.,3,general christmas advert discussion,POSITIVE,0.9994962215423584
@Othersider93,"An English home, yt family and two males bonding? I am beyond shocked.",2025-11-06 10:28:19+00:00,1,"an english home, yt family and two males bonding? i am beyond shocked.",5,family themes & representation,POSITIVE,0.822156548500061
@michael5637,"As a new dad, it's great to see us represented!",2025-11-06 10:14:43+00:00,0,"as a new dad, it's great to see us represented!",4,mixed evaluations (best vs worst),POSITIVE,0.9998644590377808
@shaunpcd,"Wow finally an ad about a father and son. It has been so long since we have seen a positive depiction of a loving father and his son, it brought a tear to my eyes. 
It's about time men are shown like this, in a positive way. We see it in ads all the time with mothers and daughter and somewhere along the way fathers and sons were pushed out in favour of the women.",2025-11-06 10:01:38+00:00,1,"wow finally an ad about a father and son. it has been so long since we have seen a positive depiction of a loving father and his son, it brought a tear to my eyes. it's about time men are shown like this, in a positive way. we see it in ads all the time with mothers and daughter and somewhere along the way fathers and sons were pushed out in favour of the women.",3,general christmas advert discussion,POSITIVE,0.9989967942237854
@doglifehub,Finally - a normal advert!,2025-11-06 09:56:05+00:00,1,finally - a normal advert!,5,family themes & representation,POSITIVE,0.9512486457824707
@rbgsounds1,Great advert 🥹,2025-11-06 09:55:18+00:00,0,great advert 🥹,3,general christmas advert discussion,NEGATIVE,0.5868710875511169
@SWORLD1991,Someone got a bit inspired by Aftersun here...,2025-11-06 09:44:52+00:00,0,someone got a bit inspired by aftersun here...,3,general christmas advert discussion,NEGATIVE,0.9857800602912903
@7quidstudio,It's wonderful,2025-11-06 09:43:18+00:00,0,it's wonderful,1,strong emotional praise,POSITIVE,0.9967016577720642
@tingliasmr,That tune got me right away and then the transition looking at the Father/Son relationship just finished me off! Bravo John Lewis! Sending big love from a 54 year old Essex gal in Spain reliving that tune and loving the vibes! x,2025-11-06 09:40:48+00:00,1,that tune got me right away and then the transition looking at the father/son relationship just finished me off! bravo john lewis! sending big love from a 54 year old essex gal in spain reliving that tune and loving the vibes! x,2,nostalgia & memories,POSITIVE,0.9994605183601379
@Deacan-t8u,Thanks john lewis.,2025-11-06 09:32:03+00:00,0,thanks john lewis.,3,general christmas advert discussion,POSITIVE,0.9995905756950378
@SuperSledgePsycho,"As a father of two boys, one not far off his teenage years, this hit me in the chest a bit. What a cracking advertisement by JL. Thank you John Lewis.

Such a simple ad but will no doubt be one of my most memorable.",2025-11-06 09:27:43+00:00,1,"as a father of two boys, one not far off his teenage years, this hit me in the chest a bit. what a cracking advertisement by jl. thank you john lewis. such a simple ad but will no doubt be one of my most memorable.",4,mixed evaluations (best vs worst),POSITIVE,0.9995213747024536
@darylkane8,John Lewis take a bow brilliant 👌🏻👌🏻👌🏻,2025-11-06 09:27:30+00:00,0,john lewis take a bow brilliant,3,general christmas advert discussion,POSITIVE,0.9997541308403015
@EddieHowgate,Welcome back John Lewis!,2025-11-06 09:18:06+00:00,0,welcome back john lewis!,3,general christmas advert discussion,POSITIVE,0.9985692501068115
@helenport1631,"Don't care what anyone says, I absolutely loved it..... Still a tear jerker. Well done once again John Lewis, brilliant.",2025-11-06 09:15:57+00:00,0,"don't care what anyone says, i absolutely loved it..... still a tear jerker. well done once again john lewis, brilliant.",0,music themes & general praise,POSITIVE,0.9996296167373657
@billdoor1569,"John Lewis is getting my business this year, well done.",2025-11-06 09:15:30+00:00,0,"john lewis is getting my business this year, well done.",4,mixed evaluations (best vs worst),POSITIVE,0.9997535347938538
@OneSwitch,Nice.,2025-11-06 09:13:38+00:00,0,nice.,0,music themes & general praise,POSITIVE,0.989397406578064
@leemurray7079,The Businesses ❤,2025-11-06 09:09:23+00:00,0,the businesses,0,music themes & general praise,POSITIVE,0.9884651899337769
@CosmicBrain21,Excellent job John Lewis! It’s nice to finally see a normal family represented and especially a father!,2025-11-06 09:05:33+00:00,0,excellent job john lewis! it’s nice to finally see a normal family represented and especially a father!,3,general christmas advert discussion,POSITIVE,0.9998536109924316
@markconnell,He needs to go to mucky weekender 😄,2025-11-06 09:03:21+00:00,0,he needs to go to mucky weekender,0,music themes & general praise,NEGATIVE,0.9984203577041626
@alexmackenzie4913,Christmas and holding my baby son...2 amazing memories brought back to me...well made ad John Lewis...,2025-11-06 08:55:50+00:00,0,christmas and holding my baby son...2 amazing memories brought back to me...well made ad john lewis...,3,general christmas advert discussion,POSITIVE,0.9998685121536255
@sarahchapman7863,Amazing message in this advert that had me in floods of tears 😭 - all we need is love.,2025-11-06 08:51:35+00:00,0,amazing message in this advert that had me in floods of tears - all we need is love.,5,family themes & representation,POSITIVE,0.9996805191040039
@thereadyroom,John Lewis - We ain’t going broke…,2025-11-06 08:37:36+00:00,0,john lewis - we ain’t going broke…,3,general christmas advert discussion,NEGATIVE,0.7932522296905518
@tykotate9346,What a lovely advert. Very moving and tender. And it feels real - not like it's trying hard to be something else - just simple and real.,2025-11-06 08:19:45+00:00,0,what a lovely advert. very moving and tender. and it feels real - not like it's trying hard to be something else - just simple and real.,0,music themes & general praise,POSITIVE,0.9998212456703186
@GDH1981,"Oh blimey, that got me!",2025-11-06 07:58:32+00:00,0,"oh blimey, that got me!",1,strong emotional praise,POSITIVE,0.9993888139724731
@Bill-uf6os,Guardian won't like it but what a great advert.,2025-11-06 07:49:50+00:00,48,guardian won't like it but what a great advert.,3,general christmas advert discussion,POSITIVE,0.9971129894256592
@marknich1577,"Great ad, well done john lewis 👏 👍",2025-11-06 07:34:45+00:00,0,"great ad, well done john lewis",3,general christmas advert discussion,POSITIVE,0.9998573064804077
@dotexe55games31,The best Christmas ad In years..fin,2025-11-06 07:12:21+00:00,0,the best christmas ad in years..fin,4,mixed evaluations (best vs worst),POSITIVE,0.999818742275238
@djpj9174,"Thank you John Lewis. Real family, real music, real love. The perfect Christmas ad and not an once of wokery box ticking in sight. BRAVO, take a bow!",2025-11-06 06:53:00+00:00,0,"thank you john lewis. real family, real music, real love. the perfect christmas ad and not an once of wokery box ticking in sight. bravo, take a bow!",0,music themes & general praise,POSITIVE,0.9991961121559143
@Blockafellas,Just so sad that the family in this advert can't afford to put any food on the table as the far-left have destroyed the economy as usual.,2025-11-06 06:24:34+00:00,1,just so sad that the family in this advert can't afford to put any food on the table as the far-left have destroyed the economy as usual.,4,mixed evaluations (best vs worst),NEGATIVE,0.9998018145561218
@Sean-n2m,They Get If !!!,2025-11-06 06:15:39+00:00,0,they get if !!!,0,music themes & general praise,NEGATIVE,0.7763764262199402
@Jimmyfashion_london,Was expecting to see some nonsense but surprisingly moved by a great advert! Well done John Lewis.,2025-11-06 05:46:26+00:00,0,was expecting to see some nonsense but surprisingly moved by a great advert! well done john lewis.,3,general christmas advert discussion,POSITIVE,0.9993139505386353
@GuyverFrancis-jh6lm,"finally, and advert representing the majority of british households",2025-11-06 05:21:23+00:00,0,"finally, and advert representing the majority of british households",5,family themes & representation,POSITIVE,0.9816276431083679
@paulmuaddib3470,"Absolutely beautiful,  it made me cry 👏👏👏👏👏",2025-11-06 04:44:03+00:00,0,"absolutely beautiful, it made me cry",1,strong emotional praise,POSITIVE,0.998792290687561
@tobyrouse9146,Terrific save for the excessively beige John Lewis showroom interior decoration….,2025-11-06 04:26:12+00:00,0,terrific save for the excessively beige john lewis showroom interior decoration….,3,general christmas advert discussion,POSITIVE,0.9993478655815125
@scottwaterman8837,What a wonderful and beautiful advert.,2025-11-06 01:57:32+00:00,0,what a wonderful and beautiful advert.,1,strong emotional praise,POSITIVE,0.9998846054077148
@KeithApp,The one with the boxer dog on the trampoline was way better!,2025-11-06 01:54:41+00:00,1,the one with the boxer dog on the trampoline was way better!,5,family themes & representation,POSITIVE,0.98834627866745
@ryanOGab,"Surely this isn't this years official one, is it not John Lewis and partners",2025-11-06 01:00:09+00:00,0,"surely this isn't this years official one, is it not john lewis and partners",4,mixed evaluations (best vs worst),NEGATIVE,0.9989954829216003
@KJ-gc8oq,Disappointing. What has it got to do with Christmas? Dysfunctional families seek help.,2025-11-05 23:43:17+00:00,0,disappointing. what has it got to do with christmas? dysfunctional families seek help.,1,strong emotional praise,NEGATIVE,0.999752938747406
@vaughany3,That was great to watch 😢,2025-11-05 23:40:00+00:00,0,that was great to watch,3,general christmas advert discussion,POSITIVE,0.9882090091705322
,"Great advert, what's the song?",2025-11-05 23:34:26+00:00,0,"great advert, what's the song?",5,family themes & representation,POSITIVE,0.9995836615562439
@anna145,Father's are everything ❤️,2025-11-05 23:17:13+00:00,0,father's are everything,3,general christmas advert discussion,POSITIVE,0.978194534778595
